MembershipID,GroupID,UserID
3579,8,2207
3580,683,4290
3581,103,1856
3582,914,4258
3583,814,514
3584,120,2346
3585,253,2903
3586,34,3207
3587,286,2466
3588,360,3216
3589,841,1140
3590,245,3531
3591,957,2037
3592,497,205
3593,159,4192
3594,96,1896
3595,930,4110
3596,853,78
3597,647,4926
3598,579,4275
3599,701,702
3600,608,3338
3601,243,1389
3602,471,567
3603,623,4244
3604,410,270
3605,791,3462
3606,139,4056
3607,251,2856
3608,53,2768
3609,680,1054
3610,823,805
3611,592,4512
3612,464,3212
3613,18,4493
3614,210,3710
3615,796,2297
3616,422,2372
3617,284,293
3618,899,1479
3619,807,4800
3620,327,369
3621,516,4689
3622,122,3455
3623,360,2799
3624,271,1547
3625,740,4017
3626,910,188
3627,392,1134
3628,211,1013
3629,905,100
3630,288,436
3631,627,2339
3632,143,4228
3633,820,2848
3634,238,268
3635,938,3315
3636,215,2239
3637,272,4505
3638,1,3831
3639,147,135
3640,718,4251
3641,575,2293
3642,352,3123
3643,228,4373
3644,526,1104
3645,684,1032
3646,735,3439
3647,145,3262
3648,970,2603
3649,589,3281
3650,364,431
3651,326,1403
3652,409,1030
3653,606,1237
3654,562,4839
3655,310,3070
3656,327,2584
3657,95,282
3658,480,2565
3659,137,1184
3660,994,242
3661,737,4679
3662,358,3800
3663,628,3733
3664,27,1612
3665,364,3846
3666,266,3592
3667,422,3627
3668,291,1050
3669,45,2244
3670,948,3029
3671,822,4170
3672,184,4417
3673,747,858
3674,473,0
3675,720,1301
3676,769,1892
3677,185,2670
3678,257,3643
3679,433,2789
3680,176,1845
3681,624,2262
3682,922,4760
3683,516,4378
3684,611,2329
3685,816,4834
3686,853,4472
3687,208,4445
3688,608,3782
3689,961,4637
3690,488,2857
3691,725,3584
3692,227,3287
3693,983,4728
3694,939,1989
3695,281,147
3696,939,1970
3697,516,658
3698,146,609
3699,700,4864
3700,673,4074
3701,185,3873
3702,199,4875
3703,70,3406
3704,227,1320
3705,788,124
3706,42,1961
3707,407,2557
3708,885,4854
3709,389,4490
3710,384,756
3711,731,3627
3712,696,1217
3713,632,1129
3714,236,4109
3715,176,4948
3716,20,529
3717,784,2100
3718,636,1512
3719,788,478
3720,589,2412
3721,519,21
3722,677,3805
3723,980,4877
3724,301,666
3725,614,4721
3726,920,3460
3727,882,2485
3728,797,1950
3729,708,185
3730,23,2262
3731,704,2978
3732,381,1636
3733,918,2957
3734,689,2433
3735,375,1326
3736,884,1179
3737,271,4961
3738,383,2641
3739,867,3236
3740,885,629
3741,320,2351
3742,536,4405
3743,839,4232
3744,45,1302
3745,51,4352
3746,18,4853
3747,837,636
3748,871,3097
3749,158,3298
3750,176,2701
3751,446,3223
3752,936,1060
3753,858,1601
3754,737,4626
3755,221,4496
3756,639,4632
3757,455,1578
3758,963,4899
3759,759,2728
3760,126,101
3761,569,4997
3762,416,896
3763,843,511
3764,79,3583
3765,718,1233
3766,128,256
3767,484,3166
3768,283,1868
3769,746,2394
3770,399,3484
3771,98,2819
3772,717,4823
3773,337,517
3774,19,1611
3775,532,3057
3776,719,3208
3777,631,3044
3778,661,73
3779,508,802
3780,168,2654
3781,37,1653
3782,244,497
3783,707,1021
3784,93,1978
3785,589,4286
3786,793,4363
3787,384,4803
3788,456,1225
3789,997,769
3790,589,636
3791,760,2154
3792,545,4794
3793,611,838
3794,399,1529
3795,815,1208
3796,173,3694
3797,785,535
3798,505,660
3799,812,4078
3800,684,174
3801,79,941
3802,509,4543
3803,160,4377
3804,51,1521
3805,251,4521
3806,265,2652
3807,41,1339
3808,735,3455
3809,837,3785
3810,504,4859
3811,656,2647
3812,741,1234
3813,51,980
3814,987,1193
3815,264,1205
3816,461,2826
3817,565,2478
3818,777,4269
3819,328,2470
3820,128,761
3821,955,3962
3822,417,4873
3823,209,2123
3824,648,4464
3825,298,1083
3826,538,4327
3827,979,3202
3828,786,3308
3829,231,628
3830,546,108
3831,651,4619
3832,887,2462
3833,98,327
3834,590,4394
3835,680,4980
3836,442,3149
3837,509,3851
3838,181,2549
3839,448,387
3840,421,4096
3841,135,3416
3842,669,2089
3843,559,111
3844,32,834
3845,87,4168
3846,457,1946
3847,856,172
3848,454,3586
3849,908,2389
3850,963,3515
3851,997,3728
3852,721,158
3853,681,348
3854,397,3766
3855,655,4959
3856,21,1128
3857,343,4638
3858,208,3839
3859,963,4484
3860,522,4281
3861,119,2902
3862,376,2645
3863,379,4367
3864,469,1019
3865,807,2769
3866,225,3481
3867,364,3554
3868,681,4581
3869,348,4063
3870,335,4367
3871,3,4456
3872,265,1995
3873,697,1301
3874,685,4487
3875,811,473
3876,989,799
3877,662,4967
3878,702,1000
3879,774,351
3880,156,3837
3881,610,4757
3882,979,4885
3883,60,4693
3884,167,1052
3885,697,1154
3886,986,4895
3887,650,4733
3888,32,1473
3889,201,396
3890,316,124
3891,909,4694
3892,563,3268
3893,642,1129
3894,478,1245
3895,925,4279
3896,599,1872
3897,638,1159
3898,247,1656
3899,172,2797
3900,784,4203
3901,78,632
3902,624,1179
3903,605,1484
3904,140,1863
3905,113,3045
3906,143,3439
3907,334,2128
3908,874,4993
3909,325,190
3910,101,2126
3911,896,672
3912,751,1321
3913,814,61
3914,103,237
3915,327,2828
3916,105,3081
3917,108,4015
3918,489,901
3919,176,2861
3920,449,2664
3921,419,2180
3922,104,3971
3923,459,4271
3924,891,488
3925,739,196
3926,71,1791
3927,61,2118
3928,709,4961
3929,602,636
3930,299,4839
3931,653,2806
3932,844,1807
3933,325,3932
3934,940,4755
3935,703,1174
3936,588,4144
3937,163,2243
3938,653,3701
3939,670,3033
3940,811,461
3941,860,887
3942,203,542
3943,959,2633
3944,564,4236
3945,259,969
3946,202,2236
3947,312,4993
3948,947,4567
3949,336,1404
3950,813,1217
3951,488,122
3952,820,349
3953,680,3015
3954,457,2608
3955,567,539
3956,871,3738
3957,951,3885
3958,176,4688
3959,813,2325
3960,423,298
3961,817,1490
3962,644,3523
3963,237,1381
3964,158,4593
3965,347,4856
3966,28,4804
3967,890,807
3968,554,4400
3969,109,369
3970,476,2410
3971,922,2524
3972,891,1838
3973,504,1022
3974,546,2297
3975,930,434
3976,726,1749
3977,983,1420
3978,827,3590
3979,821,2197
3980,262,4561
3981,790,1469
3982,468,2490
3983,324,2712
3984,795,619
3985,253,2738
3986,119,3686
3987,821,1927
3988,113,3295
3989,138,735
3990,773,3652
3991,676,2320
3992,815,384
3993,727,3621
3994,645,733
3995,974,595
3996,471,645
3997,456,1901
3998,641,4126
3999,513,1791
4000,964,1128
4001,120,2098
4002,326,1923
4003,615,4348
4004,605,4601
4005,320,1962
4006,303,2663
4007,561,4033
4008,594,2597
4009,642,2400
4010,225,3460
4011,934,4357
4012,472,439
4013,680,2821
4014,989,1114
4015,915,4184
4016,659,1228
4017,612,3885
4018,297,321
4019,370,475
4020,122,3478
4021,454,762
4022,818,2593
4023,98,3848
4024,466,4633
4025,905,897
4026,557,1602
4027,165,3855
4028,621,3582
4029,849,4853
4030,499,3691
4031,870,391
4032,35,2743
4033,310,745
4034,729,2158
4035,226,4667
4036,641,493
4037,411,4474
4038,852,2669
4039,359,2362
4040,789,1735
4041,890,958
4042,330,2609
4043,540,4600
4044,81,4575
4045,252,1400
4046,667,1710
4047,372,2061
4048,185,877
4049,670,2385
4050,431,3111
4051,823,2533
4052,764,3248
4053,905,2826
4054,817,1765
4055,878,774
4056,809,2343
4057,196,95
4058,180,4570
4059,508,979
4060,42,3780
4061,639,3266
4062,981,1429
4063,426,4629
4064,914,1114
4065,619,1491
4066,362,3049
4067,340,4785
4068,132,225
4069,601,2917
4070,876,2001
4071,822,3265
4072,385,177
4073,551,1825
4074,118,3534
4075,790,1902
4076,163,3019
4077,235,2401
4078,14,3290
4079,815,2100
4080,783,165
4081,937,2686
4082,731,2975
4083,263,765
4084,613,4628
4085,626,3337
4086,332,562
4087,927,4092
4088,567,4242
4089,931,809
4090,696,1901
4091,240,3367
4092,231,3595
4093,457,965
4094,76,4492
4095,814,1027
4096,652,3295
4097,99,4527
4098,126,3437
4099,981,1818
4100,88,1091
4101,343,3184
4102,624,2970
4103,305,84
4104,377,2380
4105,191,1512
4106,886,883
4107,348,342
4108,324,972
4109,810,1497
4110,399,4444
4111,143,64
4112,247,4441
4113,0,2000
4114,428,352
4115,156,3222
4116,949,2539
4117,882,657
4118,933,4316
4119,510,3711
4120,380,1879
4121,186,209
4122,67,1911
4123,480,761
4124,707,4071
4125,760,950
4126,871,1106
4127,490,477
4128,458,1092
4129,44,1115
4130,561,1006
4131,448,3011
4132,911,4453
4133,792,1726
4134,343,3653
4135,136,2104
4136,409,2103
4137,905,3003
4138,915,4988
4139,114,4227
4140,432,3323
4141,92,3328
4142,580,1955
4143,684,4230
4144,682,1234
4145,159,4028
4146,801,3705
4147,301,4033
4148,427,2948
4149,69,1468
4150,400,4606
4151,846,1929
4152,365,1131
4153,892,4569
4154,930,3825
4155,139,4432
4156,429,2525
4157,331,4041
4158,418,99
4159,729,4498
4160,542,1465
4161,259,4369
4162,270,4210
4163,933,4507
4164,728,2995
4165,827,2057
4166,799,3516
4167,24,4774
4168,662,954
4169,520,4244
4170,401,4338
4171,627,3916
4172,321,4666
4173,180,1835
4174,303,2199
4175,20,1926
4176,825,3553
4177,583,1721
4178,264,2593
4179,322,3186
4180,502,875
4181,782,4329
4182,504,4524
4183,280,3951
4184,927,2793
4185,124,763
4186,882,1201
4187,272,1791
4188,943,1864
4189,638,3902
4190,85,3598
4191,235,3359
4192,969,4873
4193,88,686
4194,550,2037
4195,475,1825
4196,782,1956
4197,652,602
4198,579,818
4199,319,2023
4200,758,3997
4201,939,4992
4202,401,4735
4203,115,3143
4204,319,2619
4205,378,1028
4206,529,2276
4207,923,4090
4208,399,4305
4209,922,1535
4210,914,3736
4211,786,2517
4212,477,340
4213,988,492
4214,985,4456
4215,421,265
4216,700,4049
4217,553,4550
4218,738,2887
4219,633,2755
4220,997,4576
4221,947,3199
4222,275,1461
4223,615,3356
4224,295,1932
4225,459,1475
4226,738,784
4227,807,1286
4228,291,2262
4229,677,706
4230,428,2630
4231,931,4839
4232,954,1290
4233,176,2979
4234,780,2381
4235,478,3990
4236,699,4685
4237,574,635
4238,697,3370
4239,197,3113
4240,263,4527
4241,863,1465
4242,485,4781
4243,693,177
4244,249,4631
4245,389,2049
4246,746,3822
4247,809,1603
4248,273,2318
4249,568,2325
4250,21,2451
4251,979,2482
4252,307,1339
4253,796,2012
4254,190,2309
4255,663,1881
4256,326,36
4257,750,2428
4258,724,1771
4259,446,561
4260,187,569
4261,148,306
4262,346,4820
4263,71,3937
4264,268,1800
4265,691,1137
4266,927,1142
4267,953,2599
4268,29,1224
4269,150,2661
4270,718,4415
4271,65,406
4272,31,824
4273,73,1967
4274,665,2333
4275,874,179
4276,495,3171
4277,759,1525
4278,471,4213
4279,191,1818
4280,851,675
4281,128,1025
4282,988,302
4283,776,2539
4284,357,2624
4285,456,3135
4286,846,2645
4287,789,2663
4288,868,36
4289,489,280
4290,405,4242
4291,545,1792
4292,455,1905
4293,704,1073
4294,811,4420
4295,697,4848
4296,969,4439
4297,277,4397
4298,304,3701
4299,761,4629
4300,30,2404
4301,545,3451
4302,588,4318
4303,179,3643
4304,340,793
4305,918,2912
4306,176,4047
4307,276,1213
4308,799,49
4309,184,2058
4310,950,4245
4311,952,2778
4312,499,3861
4313,512,303
4314,227,951
4315,766,2602
4316,288,4784
4317,669,18
4318,240,3639
4319,719,4062
4320,384,4061
4321,380,4147
4322,955,1618
4323,498,4159
4324,62,1944
4325,917,2258
4326,365,321
4327,155,2119
4328,298,3918
4329,765,3777
4330,240,1423
4331,717,3191
4332,92,4171
4333,1,2038
4334,198,4944
4335,102,3070
4336,739,518
4337,735,1661
4338,456,4504
4339,288,3670
4340,879,3867
4341,172,1064
4342,615,4123
4343,167,1734
4344,272,3365
4345,166,884
4346,102,2478
4347,256,2573
4348,976,152
4349,291,945
4350,431,883
4351,525,3212
4352,63,3710
4353,517,731
4354,244,769
4355,835,2811
4356,193,2810
4357,470,726
4358,655,2085
4359,306,871
4360,287,253
4361,940,3203
4362,967,531
4363,458,495
4364,56,3115
4365,937,4196
4366,290,2418
4367,268,2341
4368,895,956
4369,528,1906
4370,802,961
4371,350,3375
4372,949,527
4373,591,450
4374,515,3580
4375,355,4539
4376,80,749
4377,862,4094
4378,225,2408
4379,316,4444
4380,568,3452
4381,51,4726
4382,588,1861
4383,24,3100
4384,644,1459
4385,895,3221
4386,298,4451
4387,391,3042
4388,803,2263
4389,534,736
4390,14,1335
4391,467,2755
4392,117,159
4393,700,967
4394,47,58
4395,329,4196
4396,125,3746
4397,817,3827
4398,778,3974
4399,111,2502
4400,477,458
4401,314,3615
4402,615,4842
4403,709,2234
4404,298,3206
4405,141,4479
4406,756,4755
4407,927,3038
4408,388,2744
4409,618,634
4410,34,2019
4411,272,2358
4412,773,3499
4413,173,863
4414,385,4910
4415,672,4293
4416,168,674
4417,283,4079
4418,640,4051
4419,642,3168
4420,207,3197
4421,110,1735
4422,848,2831
4423,910,3104
4424,858,3092
4425,796,3197
4426,110,4861
4427,68,3387
4428,770,3790
4429,697,903
4430,47,4044
4431,949,4364
4432,925,1993
4433,481,4404
4434,517,4750
4435,949,4847
4436,468,478
4437,736,906
4438,166,1559
4439,712,2616
4440,94,4754
4441,598,322
4442,628,1607
4443,197,4369
4444,184,1737
4445,404,1761
4446,777,2508
4447,165,2994
4448,715,228
4449,886,1226
4450,862,4883
4451,819,3917
4452,776,4954
4453,140,2114
4454,424,3442
4455,908,4808
4456,339,1949
4457,244,1195
4458,839,80
4459,413,261
4460,133,1273
4461,210,3416
4462,92,3862
4463,695,3824
4464,394,2273
4465,684,181
4466,921,967
4467,187,3198
4468,321,387
4469,937,1959
4470,802,2505
4471,835,3780
4472,943,867
4473,471,2975
4474,712,706
4475,157,1775
4476,707,1700
4477,93,3515
4478,35,2369
4479,29,357
4480,739,1366
4481,310,1459
4482,270,2836
4483,23,2763
4484,124,804
4485,577,2325
4486,210,2140
4487,532,1211
4488,203,682
4489,346,40
4490,320,2359
4491,285,3326
4492,643,4856
4493,858,868
4494,572,752
4495,313,427
4496,11,1255
4497,442,3414
4498,642,1969
4499,588,4313
4500,207,1730
4501,147,1304
4502,851,2222
4503,76,2311
4504,218,2986
4505,632,1213
4506,16,2602
4507,321,141
4508,654,2432
4509,276,1169
4510,251,3872
4511,668,2993
4512,36,3279
4513,935,4519
4514,628,4377
4515,879,1954
4516,283,770
4517,90,3143
4518,931,525
4519,296,4182
4520,749,1653
4521,88,2403
4522,787,2331
4523,866,3481
4524,510,1648
4525,468,2643
4526,170,226
4527,436,3272
4528,414,1015
4529,671,3905
4530,490,2599
4531,800,511
4532,362,723
4533,196,3138
4534,270,4673
4535,261,2298
4536,424,4518
4537,127,2343
4538,249,4843
4539,540,121
4540,905,3962
4541,514,2177
4542,184,215
4543,644,3171
4544,820,3894
4545,426,1072
4546,228,2756
4547,729,755
4548,54,1260
4549,379,4348
4550,179,640
4551,923,2552
4552,112,4407
4553,541,3248
4554,611,4640
4555,488,2074
4556,43,3576
4557,157,794
4558,13,1403
4559,807,2067
4560,301,3378
4561,653,2633
4562,767,34
4563,798,100
4564,983,804
4565,87,4410
4566,659,2796
4567,812,1378
4568,538,2250
4569,480,719
4570,655,4602
4571,3,1947
4572,200,3859
4573,244,2763
4574,827,3449
4575,183,1155
4576,737,4289
4577,249,338
4578,994,4185
4579,322,1533
4580,453,94
4581,101,3369
4582,71,4179
4583,37,175
4584,640,604
4585,87,2643
4586,990,4052
4587,860,4251
4588,745,2313
4589,437,4869
4590,436,999
4591,909,49
4592,755,4716
4593,583,3473
4594,933,969
4595,767,681
4596,779,2808
4597,242,1173
4598,199,1865
4599,142,1722
4600,390,4954
4601,487,3012
4602,281,914
4603,8,4377
4604,944,3712
4605,2,3242
4606,538,791
4607,128,785
4608,494,847
4609,48,1363
4610,179,645
4611,632,3623
4612,863,1572
4613,444,947
4614,808,4740
4615,235,903
4616,873,645
4617,500,3548
4618,830,2796
4619,106,3627
4620,639,3425
4621,667,481
4622,625,871
4623,346,17
4624,496,4465
4625,306,2602
4626,497,4082
4627,956,2436
4628,230,513
4629,732,3831
4630,180,1840
4631,224,137
4632,310,2313
4633,313,4610
4634,130,628
4635,499,2951
4636,379,1424
4637,952,938
4638,128,3182
4639,778,374
4640,397,1780
4641,106,3651
4642,211,3485
4643,686,1339
4644,248,926
4645,94,2405
4646,303,2536
4647,7,841
4648,96,4901
4649,54,215
4650,453,2086
4651,17,4953
4652,755,4109
4653,180,634
4654,762,73
4655,26,4934
4656,408,4029
4657,237,4037
4658,903,2186
4659,569,300
4660,335,3404
4661,295,3708
4662,872,2554
4663,372,1407
4664,805,4755
4665,236,3274
4666,963,1251
4667,790,3010
4668,528,3817
4669,309,512
4670,843,3897
4671,614,1595
4672,783,1127
4673,666,4993
4674,444,3181
4675,934,3717
4676,846,3314
4677,308,4444
4678,808,3191
4679,983,2588
4680,675,2810
4681,312,2593
4682,986,2541
4683,390,3373
4684,607,4237
4685,434,1447
4686,963,1788
4687,449,2664
4688,403,2962
4689,588,2630
4690,201,621
4691,450,20
4692,419,4591
4693,501,253
4694,30,2406
4695,749,4051
4696,386,286
4697,132,707
4698,973,3095
4699,464,4175
4700,562,3565
4701,393,1886
4702,318,4330
4703,650,1541
4704,601,327
4705,376,2244
4706,810,1335
4707,870,794
4708,925,3448
4709,172,4260
4710,123,4096
4711,19,2619
4712,573,152
4713,94,409
4714,261,2263
4715,905,4523
4716,361,3027
4717,426,3858
4718,96,935
4719,693,3793
4720,245,974
4721,70,3822
4722,690,4210
4723,197,1585
4724,971,2714
4725,758,4379
4726,879,229
4727,717,3213
4728,714,1471
4729,815,1482
4730,216,792
4731,644,2994
4732,726,4708
4733,882,2142
4734,591,3491
4735,408,2778
4736,418,1136
4737,83,4422
4738,773,3157
4739,118,2876
4740,134,1892
4741,633,1456
4742,722,2709
4743,816,4247
4744,948,162
4745,92,3385
4746,260,963
4747,15,3640
4748,411,1871
4749,702,3509
4750,913,3916
4751,927,266
4752,835,4325
4753,621,2985
4754,835,3421
4755,985,4620
4756,246,862
4757,41,1791
4758,882,3407
4759,160,2967
4760,478,3901
4761,763,4759
4762,879,1434
4763,866,186
4764,571,4778
4765,787,1010
4766,286,2417
4767,636,2528
4768,888,1122
4769,540,1285
4770,209,1541
4771,875,335
4772,172,1855
4773,441,1639
4774,247,1596
4775,143,2702
4776,897,2304
4777,191,4523
4778,866,179
4779,392,236
4780,666,2812
4781,809,1047
4782,320,1237
4783,937,4577
4784,149,3496
4785,424,1903
4786,470,2391
4787,529,3994
4788,159,1444
4789,442,2387
4790,590,892
4791,25,4792
4792,218,3183
4793,587,4897
4794,413,860
4795,154,3109
4796,656,3846
4797,305,2373
4798,501,1966
4799,790,4344
4800,575,3989
4801,935,3921
4802,147,3273
4803,140,222
4804,708,2853
4805,66,4474
4806,426,1499
4807,170,1932
4808,63,4018
4809,540,992
4810,405,2049
4811,219,4378
4812,877,836
4813,844,3715
4814,662,709
4815,785,3123
4816,272,4758
4817,898,992
4818,613,3451
4819,238,2331
4820,760,1134
4821,889,1319
4822,288,3058
4823,90,3667
4824,257,2373
4825,208,2629
4826,483,4988
4827,579,649
4828,763,34
4829,606,2555
4830,771,85
4831,227,3311
4832,757,163
4833,929,510
4834,652,158
4835,532,1592
4836,823,2245
4837,986,3102
4838,866,4568
4839,972,4740
4840,285,649
4841,755,2408
4842,307,2408
4843,757,3844
4844,0,2986
4845,244,3520
4846,427,3660
4847,383,4242
4848,642,4092
4849,950,2622
4850,765,964
4851,689,1405
4852,976,402
4853,634,3988
4854,17,268
4855,915,3587
4856,93,1161
4857,874,2780
4858,816,1105
4859,21,639
4860,414,3437
4861,949,4174
4862,290,3249
4863,529,62
4864,130,1744
4865,556,3811
4866,253,1680
4867,45,2550
4868,451,795
4869,708,1391
4870,754,2742
4871,88,4621
4872,806,4712
4873,954,3358
4874,285,657
4875,421,1098
4876,775,4731
4877,518,3738
4878,165,1427
4879,270,2919
4880,154,1569
4881,986,211
4882,667,2471
4883,63,3212
4884,335,2154
4885,318,1629
4886,667,879
4887,137,2524
4888,380,2831
4889,444,3296
4890,83,4573
4891,248,4922
4892,523,3837
4893,831,750
4894,57,754
4895,17,4479
4896,900,2057
4897,807,83
4898,498,2301
4899,696,2457
4900,493,1420
4901,467,4987
4902,279,4693
4903,611,2400
4904,369,3832
4905,909,3131
4906,92,4235
4907,533,156
4908,206,2230
4909,2,1308
4910,937,1782
4911,781,11
4912,73,4096
4913,790,1407
4914,849,2697
4915,867,3356
4916,563,1183
4917,562,2327
4918,207,2408
4919,848,4958
4920,459,3403
4921,541,2926
4922,240,207
4923,29,3398
4924,474,2089
4925,568,4514
4926,278,2015
4927,477,2931
4928,252,1775
4929,935,3291
4930,437,4582
4931,575,3837
4932,357,1938
4933,543,575
4934,604,275
4935,84,1800
4936,958,145
4937,264,3006
4938,508,4849
4939,883,1988
4940,924,3711
4941,933,3052
4942,661,3536
4943,729,1589
4944,933,2089
4945,554,3585
4946,236,2364
4947,80,3966
4948,154,1156
4949,516,226
4950,322,676
4951,932,84
4952,198,2918
4953,888,3093
4954,731,2916
4955,543,3729
4956,660,3411
4957,356,408
4958,811,2600
4959,572,90
4960,935,1411
4961,597,3472
4962,178,1526
4963,219,1992
4964,326,1128
4965,353,2401
4966,963,323
4967,92,1976
4968,140,1460
4969,441,4745
4970,745,4307
4971,187,2100
4972,5,4695
4973,297,612
4974,569,3576
4975,803,4725
4976,99,20
4977,106,3034
4978,224,2661
4979,509,807
4980,854,1115
4981,114,1762
4982,486,1803
4983,962,306
4984,82,2243
4985,177,348
4986,629,1290
4987,622,1968
4988,427,2824
4989,684,4291
4990,116,3866
4991,3,2485
4992,465,2253
4993,72,4568
4994,48,1653
4995,417,729
4996,293,3239
4997,316,1184
4998,140,1524
4999,963,1631
5000,901,132
5001,23,330
5002,200,3934
5003,434,2657
5004,825,138
5005,177,3245
5006,197,2592
5007,249,1438
5008,521,3871
5009,994,4176
5010,724,3694
5011,644,2143
5012,110,792
5013,884,2610
5014,594,1664
5015,527,2473
5016,271,4081
5017,36,5
5018,482,2668
5019,916,4218
5020,217,661
5021,759,1144
5022,659,2034
5023,752,4823
5024,457,4121
5025,253,4269
5026,517,2285
5027,225,2481
5028,997,608
5029,514,4331
5030,887,4831
5031,974,4184
5032,736,4889
5033,165,3139
5034,490,745
5035,705,3621
5036,736,1870
5037,944,4548
5038,907,4615
5039,283,516
5040,666,2636
5041,94,2305
5042,214,4153
5043,453,1800
5044,21,903
5045,556,4034
5046,185,2620
5047,440,4856
5048,205,1845
5049,15,2804
5050,513,2158
5051,200,2007
5052,692,1448
5053,964,3512
5054,262,3394
5055,105,3828
5056,177,4172
5057,54,3830
5058,53,890
5059,648,4881
5060,618,536
5061,975,829
5062,82,235
5063,72,4540
5064,639,55
5065,532,4958
5066,16,3864
5067,39,2151
5068,16,1589
5069,672,742
5070,788,313
5071,884,2789
5072,345,4656
5073,0,631
5074,315,706
5075,879,1859
5076,958,3742
5077,639,1740
5078,627,2603
5079,721,3982
5080,980,3972
5081,347,4964
5082,786,3482
5083,819,1073
5084,773,309
5085,469,475
5086,582,2584
5087,108,362
5088,878,518
5089,827,2771
5090,852,3712
5091,560,464
5092,625,1447
5093,263,2813
5094,261,2495
5095,515,3494
5096,859,4998
5097,442,2926
5098,532,3308
5099,358,4300
5100,144,1455
5101,677,3556
5102,813,2578
5103,654,932
5104,976,936
5105,754,1220
5106,554,4386
5107,538,3387
5108,952,3812
5109,93,36
5110,595,3487
5111,407,3144
5112,709,4876
5113,728,365
5114,532,1332
5115,151,1954
5116,361,1922
5117,858,3241
5118,36,4026
5119,429,3634
5120,409,4018
5121,438,3415
5122,560,2901
5123,83,2446
5124,361,588
5125,560,4358
5126,418,4121
5127,382,3753
5128,725,2615
5129,190,45
5130,351,3277
5131,852,4117
5132,901,3939
5133,849,4569
5134,888,4872
5135,605,3407
5136,102,4388
5137,285,1886
5138,348,3759
5139,57,4494
5140,671,694
5141,600,617
5142,107,4995
5143,138,1787
5144,472,2357
5145,941,2555
5146,219,3238
5147,722,4904
5148,527,3182
5149,764,1376
5150,892,1316
5151,449,4849
5152,420,1370
5153,839,2877
5154,54,4998
5155,813,2080
5156,688,1261
5157,443,4569
5158,849,387
5159,756,3524
5160,163,4434
5161,873,80
5162,118,1713
5163,860,3154
5164,554,3892
5165,584,2641
5166,606,4171
5167,750,2467
5168,899,176
5169,370,3667
5170,692,4054
5171,926,2065
5172,887,3729
5173,687,1087
5174,3,1002
5175,710,3001
5176,256,3301
5177,397,2986
5178,336,2038
5179,52,1316
5180,292,3779
5181,702,564
5182,658,787
5183,439,4291
5184,404,3808
5185,79,4055
5186,625,581
5187,600,2212
5188,101,3044
5189,937,749
5190,142,2377
5191,380,4246
5192,285,4928
5193,323,712
5194,807,107
5195,561,2801
5196,257,1458
5197,483,3487
5198,475,175
5199,184,1846
5200,714,2314
5201,912,3257
5202,994,1742
5203,913,1218
5204,722,647
5205,642,2193
5206,842,886
5207,222,2304
5208,275,3468
5209,969,3949
5210,138,4599
5211,799,739
5212,843,4261
5213,547,2285
5214,618,2593
5215,827,3561
5216,901,1390
5217,185,3514
5218,658,1104
5219,325,2599
5220,951,2564
5221,447,789
5222,654,2888
5223,546,1437
5224,949,2295
5225,722,4903
5226,363,481
5227,57,4876
5228,721,130
5229,182,3341
5230,721,796
5231,538,1336
5232,214,1270
5233,471,4582
5234,357,4554
5235,954,2774
5236,610,3086
5237,73,573
5238,2,1117
5239,880,2075
5240,49,1546
5241,419,2329
5242,165,3249
5243,800,556
5244,501,289
5245,273,3219
5246,717,2554
5247,891,4339
5248,496,743
5249,171,685
5250,618,1362
5251,873,3185
5252,38,88
5253,93,2458
5254,900,3645
5255,319,693
5256,571,3258
5257,689,3949
5258,929,4545
5259,704,856
5260,660,4735
5261,275,1920
5262,481,3730
5263,375,3655
5264,630,1123
5265,165,4071
5266,299,3538
5267,526,3800
5268,511,3566
5269,820,979
5270,462,3785
5271,136,1616
5272,571,2030
5273,963,3582
5274,842,3482
5275,972,3284
5276,954,2708
5277,903,3238
5278,295,2494
5279,978,10
5280,371,3492
5281,696,136
5282,983,783
5283,425,1386
5284,672,3928
5285,434,19
5286,703,3038
5287,124,861
5288,109,2978
5289,394,3903
5290,955,4730
5291,432,212
5292,303,1345
5293,654,857
5294,520,1677
5295,507,4437
5296,898,1501
5297,185,4029
5298,492,4947
5299,289,834
5300,404,2650
5301,512,3154
5302,611,1533
5303,270,4348
5304,615,1881
5305,977,2607
5306,381,327
5307,942,4129
5308,952,1893
5309,589,586
5310,362,3356
5311,122,600
5312,736,1271
5313,446,3160
5314,508,2675
5315,564,496
5316,906,3323
5317,358,2717
5318,900,2840
5319,58,1643
5320,688,964
5321,397,2523
5322,622,3724
5323,717,3496
5324,121,2604
5325,8,4121
5326,89,3811
5327,696,4897
5328,856,2578
5329,960,2534
5330,165,800
5331,855,430
5332,700,934
5333,181,438
5334,140,3524
5335,982,3811
5336,656,4399
5337,775,3556
5338,669,1395
5339,712,4021
5340,136,2982
5341,906,1015
5342,383,1865
5343,239,2876
5344,292,2475
5345,496,1226
5346,619,2621
5347,710,2332
5348,296,2733
5349,334,63
5350,351,3129
5351,316,2844
5352,790,2210
5353,221,4234
5354,31,1754
5355,934,3473
5356,463,1833
5357,695,2560
5358,356,287
5359,516,685
5360,728,3359
5361,334,4317
5362,357,80
5363,218,546
5364,82,829
5365,134,1057
5366,820,4130
5367,19,1954
5368,788,4273
5369,435,2175
5370,734,1785
5371,688,3307
5372,27,789
5373,461,556
5374,216,3615
