FollowerID,FollowingUserID,FollowedUserID
5409,1242,630
5410,1181,63
5411,2680,389
5412,3872,2525
5413,4118,2089
5414,1716,4589
5415,1278,891
5416,723,265
5417,1491,4149
5418,1911,3014
5419,477,2690
5420,4944,3873
5421,4894,605
5422,1378,872
5423,3626,1101
5424,721,4917
5425,1313,1195
5426,4262,3384
5427,970,137
5428,2956,133
5429,125,2944
5430,4976,4836
5431,433,2085
5432,3760,3335
5433,2790,2470
5434,2961,3105
5435,3712,137
5436,2763,4436
5437,3461,727
5438,188,740
5439,4836,1406
5440,137,2594
5441,3077,2249
5442,119,4960
5443,3768,1434
5444,175,1753
5445,399,1143
5446,3038,1311
5447,2235,1145
5448,355,633
5449,214,797
5450,764,3112
5451,2368,3384
5452,4581,389
5453,285,4571
5454,2174,2706
5455,815,1393
5456,3684,943
5457,3863,3829
5458,192,4192
5459,947,98
5460,3992,2734
5461,3458,3340
5462,1900,906
5463,3266,3626
5464,3425,1847
5465,2164,3711
5466,1342,326
5467,1104,2489
5468,1276,1338
5469,4594,3614
5470,4109,2583
5471,4445,2160
5472,2287,2701
5473,1982,1885
5474,4729,1354
5475,949,2160
5476,2048,4067
5477,3598,1174
5478,2866,1118
5479,4817,4341
5480,3933,3592
5481,883,22
5482,2421,505
5483,2873,3981
5484,1571,1433
5485,2834,1169
5486,3531,2559
5487,1135,4494
5488,4105,2024
5489,1691,260
5490,4584,4262
5491,2971,1722
5492,4734,3950
5493,387,283
5494,2681,4363
5495,635,3736
5496,4988,1750
5497,2478,55
5498,2650,3716
5499,2268,1709
5500,4497,4649
5501,2235,3282
5502,4300,2900
5503,1047,4253
5504,2024,2527
5505,1029,4503
5506,4134,1309
5507,2294,1530
5508,946,3461
5509,2975,4824
5510,361,2921
5511,123,2561
5512,3637,59
5513,2616,3365
5514,4495,266
5515,146,288
5516,4016,2369
5517,4430,2229
5518,4661,3376
5519,4562,4507
5520,2106,1265
5521,2786,1282
5522,1940,3644
5523,3319,4992
5524,1598,4800
5525,3089,2600
5526,934,1914
5527,2496,2194
5528,1016,421
5529,4409,2974
5530,3599,4560
5531,4704,2598
5532,2924,2313
5533,2817,2564
5534,1155,3355
5535,2774,1245
5536,4428,3833
5537,1602,4550
5538,3052,3400
5539,1232,1385
5540,3562,2533
5541,2194,2610
5542,4169,3169
5543,3108,1517
5544,3238,537
5545,902,2927
5546,1022,1295
5547,1839,3371
5548,1038,1370
5549,1969,2508
5550,1127,2248
5551,2828,2969
5552,1950,1296
5553,66,4640
5554,3585,478
5555,4257,1037
5556,2346,4819
5557,3622,1464
5558,4975,722
5559,2540,3491
5560,3437,4295
5561,230,3857
5562,3584,4182
5563,4561,2164
5564,3453,4496
5565,1563,3521
5566,1407,3388
5567,4827,3077
5568,4850,4890
5569,2789,3041
5570,4974,2926
5571,4969,2267
5572,4233,2625
5573,3732,2123
5574,2608,3928
5575,929,2656
5576,1832,4963
5577,2970,2069
5578,4574,1918
5579,4928,546
5580,2638,3082
5581,2809,1270
5582,3262,3627
5583,621,1275
5584,2894,1326
5585,1813,1270
5586,3462,2882
5587,4695,3666
5588,4065,3134
5589,3386,2272
5590,3934,4022
5591,1935,2700
5592,429,3545
5593,967,387
5594,3296,3895
5595,2643,1668
5596,1824,690
5597,4303,704
5598,2159,656
5599,4783,4286
5600,3653,1542
5601,4527,4126
5602,1191,4513
5603,1396,4774
5604,4394,359
5605,3290,2551
5606,2511,2868
5607,3578,4504
5608,1090,4692
5609,4551,904
5610,4753,1152
5611,2181,3777
5612,3708,2441
5613,3113,2890
5614,2637,1407
5615,4788,3365
5616,4820,1409
5617,1597,2767
5618,2647,2622
5619,514,3278
5620,277,970
5621,1383,1914
5622,2556,2405
5623,1446,3878
5624,3134,3217
5625,1921,139
5626,753,2432
5627,4154,4043
5628,2718,2990
5629,4102,3327
5630,2938,4149
5631,2598,3695
5632,4843,4095
5633,3372,4819
5634,1993,3936
5635,2484,2356
5636,2069,2620
5637,1675,1312
5638,1299,478
5639,1866,3668
5640,3251,2928
5641,966,2428
5642,3126,4897
5643,2277,323
5644,2918,4621
5645,1919,3461
5646,677,3164
5647,3202,1327
5648,2324,1299
5649,645,507
5650,808,1311
5651,1256,4236
5652,1062,1181
5653,2126,1942
5654,4730,2163
5655,1025,2798
5656,4554,313
5657,1280,4228
5658,2764,3061
5659,2355,3438
5660,1597,1259
5661,534,1371
5662,2192,3278
5663,4367,116
5664,2792,2701
5665,1553,4591
5666,3584,3677
5667,979,3877
5668,3345,2600
5669,3462,162
5670,4483,4777
5671,786,4180
5672,2324,1401
5673,2055,4903
5674,1144,4603
5675,573,3419
5676,928,4256
5677,3846,2311
5678,2571,4024
5679,3630,3315
5680,232,152
5681,2471,4426
5682,3130,4731
5683,2349,328
5684,3283,4704
5685,3099,1821
5686,748,1645
5687,2897,3361
5688,938,112
5689,1174,1217
5690,2950,4070
5691,4862,1391
5692,794,1804
5693,1716,4148
5694,167,810
5695,515,1818
5696,3344,4131
5697,2612,1837
5698,4834,3541
5699,2719,920
5700,4844,2976
5701,4280,4240
5702,3169,4905
5703,2370,1574
5704,2224,326
5705,647,212
5706,678,1989
5707,1493,1447
5708,62,3471
5709,1670,17
5710,2695,2353
5711,3097,4328
5712,4661,599
5713,2291,569
5714,1097,1873
5715,2704,395
5716,150,3176
5717,4199,4567
5718,3527,4350
5719,732,2889
5720,1762,422
5721,4251,3025
5722,1879,2201
5723,1962,141
5724,178,1892
5725,878,1377
5726,893,570
5727,3908,339
5728,2065,4128
5729,4664,2330
5730,3016,811
5731,652,4666
5732,3211,4356
5733,4291,4297
5734,1987,4865
5735,620,4686
5736,794,530
5737,2657,4857
5738,2705,3083
5739,1816,2556
5740,1369,523
5741,932,4448
5742,2338,3215
5743,2345,2550
5744,139,668
5745,3676,3393
5746,2002,2362
5747,2283,676
5748,752,977
5749,1160,492
5750,4635,3487
5751,3517,3561
5752,3032,2588
5753,3703,128
5754,3544,3416
5755,1561,673
5756,3052,3080
5757,3530,4877
5758,3138,1761
5759,1236,4422
5760,4423,4268
5761,1,2851
5762,952,1867
5763,568,3488
5764,3609,727
5765,4733,4616
5766,4112,601
5767,4916,4723
5768,892,3722
5769,4896,2656
5770,1669,3880
5771,3178,1024
5772,1233,2848
5773,4852,3040
5774,2516,2082
5775,2660,1533
5776,2215,51
5777,2576,2345
5778,846,4825
5779,1969,2624
5780,2878,3130
5781,861,2008
5782,2423,498
5783,4116,1496
5784,403,647
5785,3524,2823
5786,1737,3683
5787,4914,1303
5788,547,277
5789,3007,1220
5790,3407,1018
5791,2233,4528
5792,3583,2197
5793,4017,3113
5794,2640,2577
5795,3724,2238
5796,1691,392
5797,1747,4203
5798,1533,4074
5799,3391,4405
5800,2662,4413
5801,774,3756
5802,317,1948
5803,4070,3100
5804,2193,949
5805,770,816
5806,3704,3157
5807,3457,1466
5808,71,389
5809,4826,4330
5810,3127,3737
5811,4473,885
5812,3164,38
5813,4766,4183
5814,2142,356
5815,1745,491
5816,765,2843
5817,855,2004
5818,1901,3058
5819,3828,524
5820,1335,1183
5821,4028,3507
5822,1993,2892
5823,1151,2884
5824,4718,648
5825,2845,3721
5826,1173,2225
5827,1969,4465
5828,502,2696
5829,3118,887
5830,1676,901
5831,3399,2485
5832,3476,1962
5833,4560,2308
5834,1961,1375
5835,3823,2719
5836,2171,756
5837,4134,3527
5838,3499,4515
5839,1738,3052
5840,3960,1583
5841,35,4311
5842,3426,3699
5843,1228,880
5844,4842,4955
5845,1795,1450
5846,2973,1585
5847,2087,39
5848,3923,305
5849,3238,1403
5850,2101,2023
5851,2656,59
5852,2528,2652
5853,3369,4767
5854,2170,41
5855,3986,3556
5856,3946,976
5857,1741,3397
5858,2702,2009
5859,1191,1527
5860,1861,1836
5861,728,4269
5862,2870,2907
5863,3637,1074
5864,3994,2822
5865,3747,3482
5866,4607,4108
5867,270,4057
5868,2474,2030
5869,1109,4558
5870,2014,3270
5871,1768,3041
5872,4356,954
5873,2133,4812
5874,4529,4060
5875,492,1251
5876,3520,3707
5877,4748,1122
5878,3611,124
5879,2354,2762
5880,1605,2775
5881,3200,1460
5882,637,4125
5883,469,961
5884,4025,2261
5885,2368,2336
5886,4715,4078
5887,2988,3022
5888,3974,2112
5889,4806,3309
5890,2705,397
5891,4273,3685
5892,1607,831
5893,4375,365
5894,56,2968
5895,2097,285
5896,464,4961
5897,1854,3429
5898,1788,4677
5899,4360,1910
5900,944,999
5901,3624,644
5902,1787,1092
5903,2914,1217
5904,805,4382
5905,4439,3185
5906,3187,3863
5907,2377,1856
5908,110,1383
5909,1748,184
5910,317,4320
5911,9,3432
5912,4593,3083
5913,304,3847
5914,3180,1192
5915,127,2809
5916,4134,3604
5917,2494,2537
5918,4959,4778
5919,2125,555
5920,2034,1880
5921,1664,531
5922,3688,751
5923,2935,3929
5924,553,851
5925,501,2853
5926,4304,2759
5927,1965,4398
5928,2223,1444
5929,4305,4702
5930,3026,2258
5931,660,1176
5932,1715,4471
5933,2851,3847
5934,430,3002
5935,3322,803
5936,3473,284
5937,1825,4231
5938,1723,3277
5939,751,873
5940,3120,1368
5941,4813,3977
5942,532,4311
5943,384,439
5944,240,2571
5945,1229,971
5946,3370,1986
5947,476,4867
5948,1434,2055
5949,3175,4623
5950,3532,3127
5951,4038,3895
5952,3967,3576
5953,1659,243
5954,4178,15
5955,3093,2233
5956,571,3021
5957,4700,936
5958,2663,1680
5959,4199,3832
5960,3939,4112
5961,4056,3631
5962,4254,3704
5963,2160,1
5964,2524,4755
5965,4498,1604
5966,1630,2749
5967,2591,436
5968,4224,3954
5969,1917,2568
5970,4723,4499
5971,2283,4367
5972,3234,3277
5973,2837,4064
5974,2517,4957
5975,1075,150
5976,4914,2957
5977,1110,2556
5978,4059,4856
5979,4615,2317
5980,2615,2910
5981,4123,237
5982,2257,630
5983,4391,3397
5984,4566,272
5985,1752,1444
5986,3249,443
5987,419,800
5988,2458,1575
5989,1647,615
5990,3649,2810
5991,752,4101
5992,4356,778
5993,3297,3487
5994,2418,718
5995,1017,1839
5996,3281,2897
5997,980,1514
5998,3622,1436
5999,3083,1115
6000,4129,1745
6001,4104,2049
6002,2460,4307
6003,3277,1906
6004,3060,4685
6005,4609,1331
6006,980,2590
6007,2624,4482
6008,2496,4822
6009,3039,2037
6010,1,3927
6011,4852,2174
6012,1407,2838
6013,4264,4025
6014,1257,2492
6015,1257,162
6016,2273,2616
6017,2814,1404
6018,4414,1289
6019,2645,3931
6020,802,2314
6021,3481,3740
6022,1836,4168
6023,777,2993
6024,1007,2615
6025,2891,1341
6026,728,1643
6027,2787,111
6028,846,1616
6029,2253,867
6030,2891,4391
6031,1507,729
6032,547,4966
6033,2906,1834
6034,1062,3676
6035,3940,930
6036,3691,486
6037,693,2393
6038,1768,3929
6039,832,1858
6040,2300,2710
6041,3293,540
6042,940,2831
6043,3302,104
6044,4681,728
6045,694,4311
6046,3769,4436
6047,4936,1148
6048,3363,4078
6049,2236,47
6050,2209,2874
6051,4747,2940
6052,2241,4476
6053,1963,2457
6054,442,2623
6055,4697,767
6056,4308,2460
6057,3921,2415
6058,752,3981
6059,4421,768
6060,3797,41
6061,1650,4120
6062,1710,2144
6063,3600,833
6064,1060,2182
6065,4171,1942
6066,4652,3482
6067,1399,624
6068,4090,2805
6069,2903,2226
6070,1440,2728
6071,3386,4291
6072,4502,4529
6073,1167,4044
6074,1250,4485
6075,4229,709
6076,4821,1444
6077,4623,2119
6078,2149,2296
6079,4133,3760
6080,1005,1990
6081,2563,3977
6082,3240,4241
6083,936,1607
6084,2600,1693
6085,4932,770
6086,2778,4645
6087,1858,775
6088,1008,4529
6089,822,2858
6090,1725,617
6091,3766,1689
6092,1730,4057
6093,2596,2213
6094,3303,3301
6095,3224,1373
6096,659,4707
6097,3135,2276
6098,4991,2740
6099,2600,1091
6100,145,1444
6101,2800,4506
6102,135,2632
6103,2324,342
6104,962,1196
6105,3699,2206
6106,1271,3036
6107,1997,884
6108,393,166
6109,822,2044
6110,4866,3713
6111,2836,3762
6112,220,4841
6113,2306,944
6114,3500,2973
6115,956,2397
6116,801,2856
6117,3552,639
6118,3345,4275
6119,1825,2021
6120,2535,2519
6121,3486,3746
6122,3070,3656
6123,4274,1140
6124,2233,138
6125,17,2704
6126,2350,540
6127,153,2788
6128,3565,2520
6129,723,3528
6130,1067,586
6131,932,3929
6132,1560,2384
6133,2585,2802
6134,1354,2919
6135,1594,4409
6136,204,83
6137,4324,29
6138,4529,1899
6139,1694,1758
6140,1235,2648
6141,2541,1171
6142,90,2812
6143,494,3105
6144,2521,3811
6145,2267,2751
6146,788,4119
6147,4526,2276
6148,924,4459
6149,1219,2922
6150,1477,2276
6151,2336,258
6152,487,3680
6153,2212,1114
6154,2770,1097
6155,1264,3205
6156,753,3854
6157,1695,2410
6158,4973,3861
6159,4891,1577
6160,3337,2077
6161,3192,649
6162,3030,317
6163,4256,701
6164,1813,3053
6165,532,4100
6166,4835,4768
6167,457,1623
6168,4202,4969
6169,1030,4552
6170,4175,3373
6171,1793,1864
6172,2957,3526
6173,4105,2027
6174,3766,60
6175,795,993
6176,2165,3210
6177,3435,4523
6178,98,1707
6179,849,3968
6180,3449,1724
6181,2455,4292
6182,3598,4474
6183,1338,3231
6184,4703,1828
6185,3837,2687
6186,2116,2279
6187,16,4336
6188,183,554
6189,3730,3149
6190,1863,3536
6191,3585,528
6192,4969,4551
6193,3235,2508
6194,22,1268
6195,2852,3098
6196,4676,363
6197,4285,1962
6198,4577,1737
6199,3334,2441
6200,2570,3883
6201,640,4527
6202,1941,4878
6203,4100,3742
6204,3702,3343
6205,3178,3588
6206,4917,4490
6207,1338,351
6208,2216,3911
6209,4260,2634
6210,3351,2444
6211,1937,3407
6212,656,3786
6213,3063,3294
6214,3668,4111
6215,2635,4532
6216,4665,1219
6217,708,1927
6218,2910,4824
6219,4865,132
6220,3725,4008
6221,2839,630
6222,4178,4857
6223,3845,4895
6224,1674,3032
6225,1085,1364
6226,4204,524
6227,4989,1964
6228,3195,11
6229,177,1789
6230,1017,509
6231,2273,4072
6232,328,2635
6233,4901,2045
6234,3474,1854
6235,2903,2050
6236,1400,2709
6237,4767,2007
6238,3633,25
6239,2318,1233
6240,2045,4354
6241,4024,2622
6242,2190,1954
6243,1480,1503
6244,3720,1555
6245,1247,673
6246,3703,3628
6247,4198,4333
6248,2833,4130
6249,1585,1188
6250,1241,3597
6251,2256,1055
6252,2766,2746
6253,506,2031
6254,4805,2266
6255,1137,2898
6256,4090,835
6257,1943,214
6258,2908,4324
6259,1660,4114
6260,9,2238
6261,4651,4486
6262,4832,7
6263,3422,646
6264,2744,3082
6265,4123,3527
6266,296,4689
6267,1277,865
6268,2751,1629
6269,1591,3565
6270,4977,3055
6271,4830,2719
6272,1253,2650
6273,504,1565
6274,4983,758
6275,3169,2920
6276,2718,1690
6277,3564,1646
6278,1683,548
6279,1235,2899
6280,4889,1944
6281,4666,3776
6282,125,2601
6283,174,2709
6284,542,1052
6285,4862,2738
6286,875,2649
6287,3748,3870
6288,3154,4824
6289,3653,2325
6290,2797,4419
6291,2078,3068
6292,2144,3540
6293,353,1052
6294,399,269
6295,3497,2349
6296,201,2865
6297,412,4822
6298,1556,1468
6299,1140,3082
6300,1713,2091
6301,1090,2308
6302,1748,3400
6303,4327,2071
6304,2942,4220
6305,3083,4653
6306,2463,293
6307,3507,1980
6308,4294,3415
6309,71,1807
6310,279,2093
6311,1741,3588
6312,4034,1131
6313,1202,3119
6314,1452,4097
6315,3434,1017
6316,3207,898
6317,3416,23
6318,2011,3776
6319,2859,2995
6320,4862,1776
6321,2568,2222
6322,1816,194
6323,4056,2097
6324,2424,2710
6325,689,1411
6326,4136,429
6327,3566,719
6328,1305,2251
6329,3115,2168
6330,1516,805
6331,1057,137
6332,4945,674
6333,3110,2537
6334,1906,1940
6335,20,2824
6336,2910,2238
6337,1025,4765
6338,1673,4192
6339,3506,3488
6340,4320,3734
6341,3953,2543
6342,4701,1881
6343,2412,2872
6344,2872,1175
6345,82,896
6346,91,2347
6347,4564,4933
6348,721,4812
6349,4698,2196
6350,4300,1679
6351,1026,4290
6352,3236,3844
6353,3816,706
6354,2796,3372
6355,1285,123
6356,3780,4707
6357,3810,2629
6358,419,3040
6359,1296,2250
6360,1084,2076
6361,3974,2456
6362,3589,1319
6363,3531,1904
6364,2913,2527
6365,2007,407
6366,266,2223
6367,3690,4296
6368,512,4557
6369,814,2405
6370,4486,2155
6371,3989,3969
6372,3678,623
6373,472,3033
6374,1216,3534
6375,4360,2376
6376,2099,1091
6377,2552,4621
6378,4578,3460
6379,2892,2425
6380,1455,4826
6381,1467,1296
6382,3208,4306
6383,1591,554
6384,4306,2632
6385,3870,1201
6386,1636,1124
6387,1267,1628
6388,4719,2441
6389,4695,3296
6390,2247,2951
6391,682,1520
6392,878,772
6393,4532,155
6394,881,4607
6395,1392,471
6396,2090,4417
6397,1283,1358
6398,4779,3645
6399,1258,4273
6400,4383,3154
6401,3890,2707
6402,4978,68
6403,1549,2705
6404,1530,3406
6405,157,3081
6406,268,4988
6407,858,1128
6408,3293,4302
6409,624,3743
6410,2215,2147
6411,3906,771
6412,1358,2652
6413,462,3182
6414,4422,4308
6415,1943,487
6416,1877,3779
6417,3468,1860
6418,4898,2501
6419,4522,1966
6420,3906,2957
6421,2349,1125
6422,4019,4648
6423,1924,928
6424,72,4509
6425,1209,283
6426,1020,1320
6427,1785,2738
6428,1813,3859
6429,478,2395
6430,4156,2232
6431,4238,3263
6432,4412,4989
6433,217,4471
6434,4794,3470
6435,3687,4336
6436,2398,3677
6437,1944,2761
6438,1448,2077
6439,3878,3764
6440,2125,3898
6441,594,545
6442,4150,2230
6443,4017,3181
6444,31,4246
6445,875,4449
6446,3857,438
6447,2628,2772
6448,17,3912
6449,108,3828
6450,2569,266
6451,2090,4841
6452,446,2381
6453,3602,258
6454,3341,3683
6455,3076,4149
6456,4248,4849
6457,3643,2198
6458,4735,2020
6459,829,4541
6460,1049,4188
6461,3226,162
6462,2866,4293
6463,3253,4906
6464,4433,1033
6465,4718,364
6466,3043,1532
6467,4965,2768
6468,274,3288
6469,698,3425
6470,4676,572
6471,4092,2276
6472,4407,3334
6473,4336,2811
6474,1816,680
6475,1447,3763
6476,3560,4535
6477,129,4677
6478,478,1520
6479,156,2219
6480,1661,375
6481,3334,1630
6482,4381,2758
6483,1341,1246
6484,4759,2081
6485,1311,178
6486,1795,2346
6487,2424,4305
6488,1479,3773
6489,738,2384
6490,4088,4869
6491,208,4512
6492,1806,2409
6493,3108,4551
6494,4156,3855
6495,2698,2219
6496,1787,834
6497,2914,1635
6498,2845,4819
6499,3603,976
6500,3267,2266
6501,2976,1767
6502,1831,125
6503,2094,4588
6504,4051,4478
6505,3808,3077
6506,2540,4442
6507,1793,2154
6508,4534,3763
6509,2622,4004
6510,2309,4609
6511,2138,1888
6512,1474,2302
6513,3627,4231
6514,2915,3074
6515,4218,2986
6516,2646,909
6517,2357,2542
6518,4434,1784
6519,3948,4824
6520,4446,4812
6521,1210,693
6522,4775,621
6523,3008,2469
6524,338,2637
6525,3062,4871
6526,2850,1750
6527,4192,953
6528,878,4873
6529,1867,2261
6530,1046,3668
6531,2280,410
6532,4761,4045
6533,2431,3411
6534,1168,1821
6535,1471,80
6536,1951,2548
6537,1962,2766
6538,237,2385
6539,78,155
6540,2182,2057
6541,3280,4581
6542,636,1804
6543,3705,2821
6544,708,726
6545,518,2405
6546,2601,3476
6547,4343,3318
6548,1344,4446
6549,919,1357
6550,3918,2003
6551,1999,1930
6552,530,3683
6553,227,3626
6554,2106,1549
6555,2587,3115
6556,28,1000
6557,3622,1120
6558,2068,3798
6559,2656,3411
6560,1813,2508
6561,151,1031
6562,3323,1494
6563,3714,2833
6564,4541,3136
6565,3075,3972
6566,296,1562
6567,4733,34
6568,1750,3849
6569,3866,2781
6570,472,2256
6571,1603,317
6572,516,2555
6573,3385,3036
6574,2465,1103
6575,4978,688
6576,3686,4733
6577,210,4035
6578,2001,2657
6579,2743,4398
6580,2936,2118
6581,2431,1911
6582,3557,611
6583,1399,408
6584,1424,4928
6585,2819,2764
6586,3039,4182
6587,1262,4979
6588,2441,3184
6589,140,419
6590,1922,554
6591,591,223
6592,70,4885
6593,4408,1794
6594,1920,1208
6595,611,3188
6596,129,63
6597,4978,4912
6598,2260,3021
6599,2086,3941
6600,2939,2787
6601,4643,293
6602,4263,3759
6603,366,3450
6604,2487,2912
6605,3626,468
6606,1870,1377
6607,1672,216
6608,443,3262
6609,3138,4384
6610,297,3492
6611,4361,3459
6612,3205,1015
6613,2120,3616
6614,1263,2522
6615,567,3663
6616,4566,687
6617,3328,593
6618,1009,2445
6619,1266,682
6620,2371,4918
6621,2299,3386
6622,735,3681
6623,1423,3493
6624,3234,1559
6625,1826,3267
6626,3914,4256
6627,338,2130
6628,4946,1737
6629,1385,1127
6630,1696,337
6631,3344,2944
6632,4903,4387
6633,2005,816
6634,4287,27
6635,120,298
6636,3319,2316
6637,1392,2616
6638,3562,4182
6639,4942,668
6640,944,4366
6641,865,4802
6642,4801,559
6643,803,399
6644,1092,1460
6645,4880,3048
6646,4404,4292
6647,983,4434
6648,2137,757
6649,3818,570
6650,2041,4869
6651,2274,1015
6652,4512,2217
6653,2439,4528
6654,3936,1883
6655,3805,1018
6656,946,3845
6657,1582,1053
6658,2401,2052
6659,2952,2753
6660,4639,3602
6661,2460,2435
6662,14,652
6663,653,1270
6664,2665,111
6665,4062,1587
6666,2693,1588
6667,72,2074
6668,1215,2414
6669,1371,1457
6670,517,4368
6671,309,869
6672,1212,2091
6673,4707,4465
6674,3661,4737
6675,704,365
6676,2818,734
6677,2650,3550
6678,3651,1915
6679,3748,1151
6680,3955,4490
6681,418,317
6682,4135,1120
6683,1176,911
6684,4664,2744
6685,1207,975
6686,866,4670
6687,2485,4027
6688,3566,241
6689,1330,2310
6690,1028,2788
6691,4042,2929
6692,74,910
6693,2981,850
6694,4292,2809
6695,475,3177
6696,1824,4956
6697,3141,646
6698,3638,4861
6699,190,1215
6700,3659,3479
6701,4146,159
6702,4872,1470
6703,2231,3148
6704,3081,2545
6705,4796,2137
6706,2798,909
6707,3611,2836
6708,3521,4825
6709,3081,32
6710,1594,1359
6711,3618,2144
6712,1016,3670
6713,4769,4690
6714,3876,1607
6715,1327,3699
6716,703,2813
6717,4777,996
6718,3482,115
6719,2550,3262
6720,4733,2435
6721,2186,1068
6722,4906,669
6723,940,2340
6724,1187,3482
6725,2947,3354
6726,2747,3531
6727,2639,3700
6728,1753,1915
6729,2243,3944
6730,1965,984
6731,1828,4512
6732,4888,4467
6733,2864,2310
6734,415,3341
6735,1623,4755
6736,2604,2507
6737,4971,3037
6738,214,2167
6739,3488,4300
6740,2099,1741
6741,789,1883
6742,126,3293
6743,1842,3366
6744,451,1417
6745,904,2439
6746,1836,2629
6747,4508,1940
6748,2902,3193
6749,2564,2553
6750,3291,561
6751,2024,1201
6752,1146,271
6753,295,763
6754,4154,1925
6755,2653,1690
6756,4561,987
6757,1488,1946
6758,4177,2347
6759,2319,1365
6760,1887,1503
6761,1701,4071
6762,3249,1643
6763,1894,2374
6764,3217,31
6765,615,4403
6766,100,4299
6767,1679,1013
6768,1438,782
6769,2435,436
6770,2872,384
6771,2987,68
6772,4010,3982
6773,329,4845
6774,3613,4693
6775,4387,4107
6776,2208,3347
6777,974,3327
6778,3933,3005
6779,2853,2601
6780,1415,4498
6781,4487,3738
6782,1289,3203
6783,1974,3046
6784,3519,2247
6785,430,1800
6786,1220,4582
6787,2673,4177
6788,3657,1578
6789,4669,4460
6790,4282,4934
6791,4825,681
6792,3386,4034
6793,1756,3731
6794,1415,1609
6795,1735,2300
6796,3166,4114
6797,405,2394
6798,4240,668
6799,597,3536
6800,4381,3670
6801,1305,1785
6802,207,2701
6803,1582,723
6804,4785,1714
6805,30,2964
6806,4011,1844
6807,2036,2436
6808,3706,3912
6809,4493,919
6810,4818,2128
6811,3908,1278
6812,717,2526
6813,1373,4328
6814,2020,4532
6815,4948,1027
6816,3281,1331
6817,1527,4883
6818,4231,4507
6819,2499,2011
6820,4904,1896
6821,2633,3680
6822,964,1016
6823,765,459
6824,101,4184
6825,4933,2391
6826,4734,3309
6827,1781,2465
6828,1958,2955
6829,3281,3213
6830,1114,689
6831,2776,3247
6832,90,2414
6833,1861,2968
6834,1025,3067
6835,3410,502
6836,350,546
6837,899,294
6838,4143,1259
6839,3061,3865
6840,3445,931
6841,4250,3834
6842,1130,3651
6843,4175,4786
6844,2800,4180
6845,4376,2857
6846,4527,280
6847,426,3968
6848,3577,3374
6849,2719,4472
6850,999,623
6851,3378,4432
6852,1582,3180
6853,250,513
6854,3549,1233
6855,3037,2228
6856,1970,3740
6857,824,567
6858,284,3044
6859,458,355
6860,3207,3086
6861,3246,1359
6862,3551,3631
6863,2241,2778
6864,651,2833
6865,1517,4982
6866,4949,4859
6867,2434,4814
6868,982,3226
6869,3650,885
6870,4821,4287
6871,2296,3282
6872,2196,4684
6873,3103,2670
6874,4112,505
6875,1273,2835
6876,715,4215
6877,4899,3006
6878,2726,4159
6879,3374,3761
6880,1380,582
6881,995,2819
6882,1498,1092
6883,2528,3284
6884,2165,4986
6885,4907,3497
6886,1044,1860
6887,3962,1076
6888,465,4374
6889,1956,3099
6890,4492,2860
6891,1559,1439
6892,1400,2791
6893,4836,4246
6894,28,485
6895,2647,2181
6896,3755,4576
6897,683,3114
6898,4898,20
6899,4891,2922
6900,186,2933
6901,1905,1244
6902,4920,3427
6903,596,2951
6904,3153,2448
6905,495,3459
6906,986,1151
6907,1456,3797
6908,612,1763
6909,1340,4723
6910,1619,1743
6911,1368,3670
6912,1048,3186
6913,1948,106
6914,890,3068
6915,764,2258
6916,284,4758
6917,300,2989
6918,4751,508
6919,4139,176
6920,1029,428
6921,3101,1970
6922,2602,357
6923,3394,3306
6924,3891,3081
6925,2574,2600
6926,496,4377
6927,413,4085
6928,3414,600
6929,4207,1982
6930,2367,2684
6931,1173,2824
6932,3579,2290
6933,519,3182
6934,1225,4257
6935,2309,1319
6936,1265,4705
6937,1439,840
6938,3371,4804
6939,2975,4193
6940,4409,272
6941,779,223
6942,1593,4519
6943,4552,3511
6944,4789,1918
6945,1442,266
6946,4540,527
6947,3357,3053
6948,3587,3251
6949,1237,1437
6950,2651,559
6951,34,1378
6952,1162,3459
6953,3576,23
6954,799,1135
6955,1266,3503
6956,259,3303
6957,4337,3036
6958,1970,4538
6959,2053,2173
6960,2396,1131
6961,4868,4129
6962,3629,2574
6963,2302,2538
6964,4136,574
6965,3381,61
6966,3559,1227
6967,3651,894
6968,2996,1812
6969,2899,422
6970,3639,3219
6971,4616,1852
6972,4452,4507
6973,2452,4928
6974,4151,2730
6975,3714,3613
6976,52,838
6977,3621,698
6978,2711,4727
6979,43,3500
6980,3082,3270
6981,1357,2777
6982,4753,2746
6983,2376,609
6984,1321,737
6985,4573,4100
6986,3460,382
6987,2954,4924
6988,949,893
6989,1483,3332
6990,3892,4454
6991,4094,248
6992,2969,2683
6993,2771,154
6994,3500,460
6995,281,3587
6996,1894,808
6997,2437,2795
6998,1797,3713
6999,2773,1459
7000,3580,3820
7001,4085,1083
7002,4752,4692
7003,3411,112
7004,289,4189
7005,3726,129
7006,1662,2231
7007,2109,2974
7008,2479,1394
7009,3009,1924
7010,1405,1721
7011,351,4453
7012,1010,1541
7013,3919,1814
7014,2776,398
7015,85,4034
7016,2810,4355
7017,2796,525
7018,1652,1337
7019,4437,1560
7020,580,3005
7021,3527,4724
7022,4074,4490
7023,4878,4288
7024,1638,2201
7025,3166,606
7026,2879,4406
7027,193,3379
7028,2729,2880
7029,4665,3936
7030,2430,1692
7031,2944,3696
7032,16,2117
