LikeID,UserID,PostID,CommentID
31616,2701,5739,6445
31617,2205,6502,40166
31618,4405,,26270
31619,4601,8139,
31620,1865,4023,
31621,1347,13476,
31622,3454,,43019
31623,2731,,
31624,750,13707,
31625,2628,,10492
31626,4360,,
31627,3126,9670,
31628,4992,,2268
31629,3303,,
31630,735,,43210
31631,4502,,32963
31632,2477,1509,14164
31633,379,11345,
31634,4794,12994,
31635,4305,,
31636,1128,,39854
31637,1005,,
31638,2530,15448,
31639,4841,,
31640,3545,,27670
31641,2898,,
31642,2886,,35738
31643,67,,
31644,435,6022,
31645,3507,9577,18910
31646,1839,,34702
31647,2354,2471,4830
31648,774,2399,
31649,488,,9891
31650,1022,,
31651,2819,,2855
31652,2090,17076,23180
31653,27,4150,15265
31654,4229,11384,
31655,2035,12894,4034
31656,814,,
31657,3030,,
31658,471,9885,43025
31659,4954,,39362
31660,1985,,1378
31661,3898,13954,47151
31662,2625,14028,20500
31663,2767,15139,30926
31664,1502,4527,31107
31665,4516,,46676
31666,4459,4887,
31667,2567,2045,
31668,2018,,
31669,4504,19683,20404
31670,655,15401,
31671,4478,,9063
31672,235,,8846
31673,3636,19576,
31674,347,,
31675,1724,1214,3060
31676,272,,17936
31677,4850,9923,37065
31678,2708,17184,14598
31679,2401,9167,38665
31680,2925,15383,18381
31681,2269,12389,49610
31682,1489,12202,
31683,598,,
31684,4258,19196,
31685,2224,,7173
31686,363,5765,
31687,4882,10004,
31688,3249,18298,39336
31689,1756,1482,
31690,429,,42207
31691,2640,3175,
31692,2812,,
31693,1156,,
31694,217,12344,1986
31695,4505,,39739
31696,3395,,
31697,3306,,
31698,1449,,
31699,2759,18153,
31700,2926,19240,21474
31701,2910,,22138
31702,23,,
31703,1616,,
31704,2618,6579,32295
31705,4835,12886,
31706,528,9964,
31707,3334,,
31708,4187,17194,
31709,4998,693,23233
31710,1992,19427,47381
31711,2912,,
31712,3832,3029,6302
31713,3733,,
31714,1019,,
31715,2546,17073,
31716,275,,5634
31717,2299,16616,
31718,1505,16504,15615
31719,1890,13250,
31720,3862,19269,17983
31721,4567,,
31722,115,13144,
31723,242,,13568
31724,2091,6787,
31725,3712,13086,41929
31726,3654,,38066
31727,4055,,
31728,4690,6186,47657
31729,3723,,28509
31730,3423,,
31731,3811,12733,
31732,3109,,32951
31733,2855,18240,
31734,4751,13709,
31735,4258,16479,29467
31736,2629,16211,
31737,1837,17366,
31738,620,,40249
31739,3455,2656,18417
31740,4227,,
31741,1795,7422,
31742,3118,,27714
31743,3621,13976,45957
31744,2834,18802,
31745,2615,9332,48330
31746,4961,,
31747,2888,18766,27758
31748,854,18801,48839
31749,2407,,49318
31750,3580,7302,
31751,1120,,22395
31752,1790,4327,27095
31753,750,11026,
31754,971,9881,
31755,2369,,
31756,682,16253,
31757,4087,16224,
31758,74,,16886
31759,2943,,42004
31760,203,,
31761,4282,,5611
31762,1659,2888,
31763,4330,18533,29835
31764,2466,,38024
31765,2767,12179,33434
31766,832,5382,
31767,2445,,8723
31768,2870,15581,
31769,2781,4247,16326
31770,741,,19441
31771,2682,6538,2901
31772,4495,3882,2630
31773,4867,,43308
31774,681,,
31775,2004,11691,
31776,2308,4075,36207
31777,2194,,33003
31778,1036,,
31779,2506,7837,6507
31780,3077,,36949
31781,784,15638,10586
31782,158,,18909
31783,663,,
31784,3393,,
31785,3069,58,5853
31786,176,,45038
31787,2407,,
31788,183,,
31789,1729,,48897
31790,3172,17053,
31791,1817,18278,
31792,4899,,
31793,1785,15601,45543
31794,444,14213,41453
31795,1608,10965,26939
31796,3353,,24184
31797,3834,7099,
31798,835,,34584
31799,780,,25022
31800,3578,11934,26435
31801,2470,17926,
31802,4987,,
31803,1790,7271,
31804,989,3589,14038
31805,1640,6426,
31806,1806,11827,
31807,2430,9981,40752
31808,2025,13059,
31809,1079,,26765
31810,3671,,
31811,1452,5748,17574
31812,3709,,
31813,3893,6165,37048
31814,1729,5068,6079
31815,3063,,21556
31816,4009,,10069
31817,3482,,38401
31818,4385,,40657
31819,3559,9960,
31820,1640,,
31821,2972,10848,
31822,2134,,20086
31823,1586,19544,35882
31824,394,,29497
31825,3159,7085,
31826,3188,,41771
31827,4476,11332,4775
31828,208,,33695
31829,2156,,
31830,3440,12271,14992
31831,3961,620,7085
31832,2123,16805,25302
31833,2108,9596,45097
31834,4281,,
31835,4890,19128,26087
31836,4518,,
31837,2481,6975,
31838,4230,,
31839,663,10343,41643
31840,2126,16573,
31841,2776,,541
31842,704,,19682
31843,3410,,26297
31844,4083,,
31845,2354,,
31846,1345,11397,9627
31847,2729,,5925
31848,2257,8871,14944
31849,4310,,
31850,1714,10054,2116
31851,1595,1451,
31852,867,4999,
31853,2215,,32040
31854,1137,,
31855,3554,8559,31370
31856,255,6371,8276
31857,850,18531,
31858,2731,,
31859,241,19471,
31860,3740,,47778
31861,4340,,46527
31862,708,19902,31947
31863,4611,,49624
31864,4906,3875,
31865,2810,,
31866,1983,15915,19715
31867,4666,9420,
31868,4148,10440,
31869,2518,,
31870,4365,18855,18581
31871,898,,
31872,4522,16067,
31873,1822,504,
31874,369,,27564
31875,3640,9992,
31876,4061,,17504
31877,4580,,
31878,839,12404,
31879,4975,,30244
31880,190,,7472
31881,3627,1725,5441
31882,1423,14481,41981
31883,874,,12260
31884,4989,3930,
31885,3794,12215,
31886,847,,
31887,3992,,
31888,3689,16220,
31889,4372,8471,
31890,4412,1557,
31891,891,11391,16597
31892,1430,9640,6144
31893,3717,,2034
31894,1297,,
31895,3182,,25102
31896,254,,7818
31897,2842,,10395
31898,2,3830,
31899,993,5136,
31900,2926,,
31901,4634,,
31902,3920,,
31903,1259,11689,
31904,4031,8199,5217
31905,4500,15359,46686
31906,4915,,33165
31907,1028,,40902
31908,2741,,40281
31909,815,16124,26640
31910,4656,,22585
31911,4153,3931,
31912,3919,,24395
31913,898,,
31914,3453,,
31915,4131,,
31916,2950,,6409
31917,2338,3250,
31918,4397,7800,
31919,983,,11311
31920,1434,,
31921,1548,,
31922,2025,,14419
31923,2943,16092,
31924,4720,5200,29383
31925,2032,,34894
31926,2330,,
31927,1953,,35288
31928,260,,19879
31929,257,,
31930,2441,5714,
31931,1060,3776,6061
31932,4503,17603,43307
31933,1100,18195,40711
31934,3047,,
31935,1589,3515,
31936,1087,,29693
31937,3504,,
31938,1711,,
31939,2463,4142,33842
31940,2170,11313,
31941,1324,4460,
31942,3025,8118,
31943,4201,,29049
31944,4213,5731,2233
31945,3303,,11916
31946,3135,,
31947,4061,14506,
31948,3367,393,
31949,4172,,
31950,364,13185,25306
31951,741,8774,
31952,3891,9893,
31953,780,,
31954,3163,14567,
31955,1486,17045,
31956,4316,18251,42012
31957,1848,19278,11753
31958,4414,9556,18557
31959,2124,,
31960,4537,14759,
31961,2500,6056,
31962,982,,
31963,912,5799,1861
31964,4781,16180,
31965,26,15083,
31966,2146,15287,7448
31967,3502,,
31968,3870,,
31969,503,,32913
31970,847,,18976
31971,4755,8019,
31972,3631,3413,14491
31973,2944,7986,46046
31974,4278,6475,12365
31975,2305,2604,
31976,3716,15970,48535
31977,1753,,27580
31978,2337,,16060
31979,3697,,7954
31980,3731,,25830
31981,4804,,
31982,1357,,45968
31983,2911,16682,
31984,3627,5048,21320
31985,2949,,
31986,532,7322,26560
31987,2533,,30735
31988,2042,,48954
31989,3519,,22940
31990,1663,,
31991,3296,,
31992,3496,2263,14828
31993,2007,,
31994,4440,1120,
31995,4049,8727,3841
31996,44,,
31997,1298,,25890
31998,1277,,13076
31999,4083,6044,
32000,3463,,
32001,3033,1893,
32002,1846,16420,6632
32003,1402,12557,42305
32004,1948,,10968
32005,2628,11632,
32006,1371,230,
32007,4377,,
32008,3619,5878,43814
32009,4384,7267,
32010,1619,,
32011,1321,18500,
32012,449,,
32013,2509,383,
32014,3585,,15092
32015,1651,13886,
32016,3290,13253,21878
32017,3085,9744,
32018,3402,10604,
32019,3733,3317,
32020,1470,11229,
32021,1859,2919,
32022,3845,6286,26660
32023,1160,17649,17241
32024,47,17279,
32025,2665,,48282
32026,1369,8582,
32027,1990,,32214
32028,953,,
32029,4952,,38188
32030,1152,,26178
32031,788,6269,
32032,1412,3939,
32033,803,19771,
32034,3478,,
32035,3339,5000,29238
32036,4612,7024,4529
32037,4720,12742,44692
32038,31,12726,
32039,1733,8163,
32040,3041,3318,
32041,2255,,
32042,4991,19649,21566
32043,1219,5187,18628
32044,4248,,
32045,4333,6288,22962
32046,211,,
32047,4428,3184,37456
32048,3957,487,
32049,4000,16026,40068
32050,3656,14975,
32051,3758,,
32052,811,11106,10831
32053,1427,,
32054,4704,,
32055,2863,14789,9920
32056,3392,,
32057,4822,13534,
32058,22,188,
32059,4163,,23973
32060,1845,19888,
32061,4221,,6122
32062,2028,14987,
32063,2893,,
32064,2329,11008,
32065,2620,,11161
32066,1951,16420,5697
32067,2279,13451,5892
32068,3166,12507,17338
32069,2224,,
32070,2222,1969,2180
32071,2088,,43911
32072,579,6407,11560
32073,3994,,19566
32074,74,,37686
32075,1600,,29055
32076,3270,,
32077,4882,13062,
32078,431,,25310
32079,2600,6669,42668
32080,3340,,9483
32081,828,2306,98
32082,3289,4040,
32083,4045,,18029
32084,3350,,32536
32085,33,,
32086,1455,,
32087,1448,7847,2400
32088,1911,,
32089,3650,10208,
32090,4575,,
32091,4815,,
32092,4668,547,20713
32093,2549,,
32094,2593,,4173
32095,2443,7404,
32096,3645,,47013
32097,943,13500,36558
32098,2019,,35706
32099,4740,8421,
32100,1341,18869,6354
32101,1401,,
32102,2375,,
32103,2650,8102,
32104,2500,8760,
32105,555,,
32106,4742,,37613
32107,799,1861,
32108,4508,13009,
32109,3129,,20235
32110,3268,,
32111,1022,,
32112,3450,,
32113,1885,17065,16380
32114,2560,,
32115,319,19110,20308
32116,2818,,
32117,4114,,
32118,4512,16152,
32119,1267,11511,
32120,4873,6331,
32121,28,,
32122,3971,,
32123,2226,6293,
32124,1816,,
32125,2207,4542,24769
32126,2225,,
32127,1302,,15461
32128,934,13099,35488
32129,4766,11390,
32130,1210,,
32131,2314,,
32132,4329,14483,19504
32133,4088,445,6060
32134,1917,,28960
32135,3236,6035,4627
32136,1178,5275,
32137,3206,14515,
32138,4581,,14389
32139,1484,18321,
32140,2423,,45084
32141,4347,5697,
32142,3005,1436,
32143,2879,18761,36109
32144,4473,9672,24844
32145,842,,28793
32146,2145,,
32147,4642,18788,46646
32148,466,19978,36850
32149,457,11424,
32150,1125,10106,
32151,3659,5345,39219
32152,3409,4219,18002
32153,3491,6220,35377
32154,2324,19728,
32155,4553,,
32156,540,3822,6282
32157,4941,,41289
32158,924,15707,39558
32159,4082,13476,
32160,3530,11507,3476
32161,2841,3850,
32162,386,13752,22022
32163,964,17488,46082
32164,3907,2500,
32165,774,,31460
32166,759,,28281
32167,4862,7959,6420
32168,4503,5140,19849
32169,3974,,
32170,3133,12605,48766
32171,3482,,
32172,1810,5196,
32173,374,,
32174,2144,19069,
32175,4450,,
32176,1693,,
32177,825,,
32178,2356,,43837
32179,3703,8990,
32180,4521,,
32181,3752,,
32182,1167,,19435
32183,2414,,
32184,4076,10155,16363
32185,1809,,13437
32186,2403,11238,
32187,3938,1189,22269
32188,4521,3424,
32189,784,,
32190,3955,16789,9280
32191,2282,13614,12131
32192,3719,,
32193,2042,,
32194,4924,6457,
32195,837,17687,
32196,2814,13887,
32197,2096,,
32198,2581,,28479
32199,760,,
32200,877,,48252
32201,3258,17029,26268
32202,2870,13074,20203
32203,335,,
32204,1631,,
32205,4107,13751,
32206,1965,,
32207,2988,,46899
32208,3632,16031,30319
32209,1364,18355,16656
32210,4115,,11616
32211,4722,3451,
32212,1680,10297,19263
32213,3170,2830,
32214,3636,,
32215,4022,17406,
32216,2104,13079,
32217,3639,,6295
32218,2014,18633,17948
32219,4339,18752,37352
32220,3360,3520,5019
32221,4441,4005,7213
32222,326,,
32223,1026,,
32224,1714,,23296
32225,1438,,
32226,271,,
32227,3361,19912,8135
32228,4859,17888,
32229,2785,5196,
32230,528,,33386
32231,3230,17060,48217
32232,4979,2804,
32233,2365,,24745
32234,4426,18345,39266
32235,1779,3388,40589
32236,4314,,
32237,4498,,
32238,865,,13922
32239,2239,,
32240,638,3179,44260
32241,4462,7598,
32242,313,2256,
32243,3123,,
32244,2743,,
32245,1650,,44633
32246,4471,10420,
32247,3197,18479,46985
32248,2181,,38545
32249,930,,13984
32250,540,7348,
32251,4596,19646,
32252,725,16592,
32253,1422,,15102
32254,2640,6192,42056
32255,874,9931,
32256,936,,14909
32257,2092,,
32258,2884,,
32259,4123,12758,43492
32260,4955,,
32261,901,10986,
32262,188,,40274
32263,537,7632,43312
32264,4739,6257,40686
32265,3210,18411,
32266,1156,9790,
32267,2155,,13585
32268,2240,3519,
32269,857,1467,18092
32270,1411,7536,3574
32271,2930,,31155
32272,2761,,44425
32273,1634,,37061
32274,1224,14309,10543
32275,659,12864,
32276,3958,5097,
32277,3516,11486,27832
32278,158,,
32279,1694,,
32280,3200,,
32281,1264,,
32282,2704,13021,
32283,3912,,
32284,13,15402,
32285,3507,,
32286,949,,9907
32287,2964,,
32288,594,3553,35774
32289,4815,,16891
32290,169,6984,22286
32291,3195,8716,41920
32292,3844,,
32293,714,,
32294,4523,5046,
32295,277,14730,
32296,1784,8340,28980
32297,3525,1703,11043
32298,1258,,9245
32299,2565,5008,45129
32300,255,19351,46985
32301,4834,,
32302,3763,9436,
32303,1277,942,
32304,4899,,
32305,2697,14731,37865
32306,4459,70,
32307,4578,,
32308,3731,,28933
32309,3865,6011,41251
32310,2204,,
32311,4323,,
32312,1620,2382,16212
32313,2282,13241,42600
32314,2099,,
32315,2588,,
32316,1790,,46524
32317,2859,5828,
32318,1059,,
32319,2376,,6316
32320,4889,,40770
32321,1387,9162,15695
32322,3577,4042,29262
32323,494,,12968
32324,4403,,6525
32325,4700,,44655
32326,2942,,
32327,1776,13148,
32328,3876,7992,
32329,4397,,
32330,4577,,29104
32331,1173,,
32332,1617,,
32333,3712,16988,
32334,3983,10575,2518
32335,4607,,16555
32336,566,,4796
32337,4092,928,20702
32338,2329,,
32339,1284,,24866
32340,1115,,
32341,2937,,1104
32342,3651,,15957
32343,2699,,42620
32344,3059,,15676
32345,4255,6254,40072
32346,1531,,13339
32347,3069,,
32348,2737,,21122
32349,479,18707,3136
32350,3007,18595,
32351,192,6721,
32352,423,12370,26332
32353,1657,13217,46051
32354,3581,5927,
32355,1147,7366,7088
32356,4020,19845,
32357,923,,9371
32358,664,,
32359,1418,1573,41882
32360,4830,,
32361,517,,
32362,623,9413,49014
32363,4901,,6659
32364,4131,7536,
32365,4000,,31844
32366,1384,16234,49755
32367,3353,,22134
32368,2243,,32252
32369,813,19366,
32370,556,,14989
32371,2549,13265,
32372,1497,,
32373,325,,11645
32374,2597,7046,
32375,2157,11553,
32376,4063,8279,29447
32377,3424,,43124
32378,4056,,
32379,1357,,
32380,2312,1808,4269
32381,1518,,
32382,2050,,
32383,2621,4997,
32384,2905,16491,
32385,2630,,36823
32386,1355,,
32387,4636,14200,
32388,1763,,21921
32389,263,,17914
32390,2774,,16206
32391,970,10921,
32392,3018,,43907
32393,1361,,18330
32394,77,6667,
32395,2084,,
32396,3815,,
32397,3985,,33606
32398,1327,3390,9166
32399,3363,16144,
32400,1332,2336,
32401,4389,,31718
32402,1685,11711,8815
32403,3445,1028,29569
32404,4659,,12395
32405,1409,8982,
32406,275,,11334
32407,57,,
32408,2039,16452,
32409,2602,1165,15664
32410,345,13061,21920
32411,573,,21544
32412,4626,17533,
32413,3146,,26904
32414,2088,14527,
32415,729,,17443
32416,3196,8635,
32417,3352,17065,25604
32418,3229,,11767
32419,3677,,
32420,2261,19468,
32421,3797,,2918
32422,3361,3298,
32423,2387,,35996
32424,2768,,33154
32425,2770,,
32426,2473,,
32427,4414,17963,18786
32428,4972,17434,48043
32429,2783,,
32430,3706,5610,27724
32431,2755,,
32432,4613,15333,24257
32433,1208,12716,
32434,4065,,
32435,815,15334,
32436,542,,27410
32437,224,4344,26890
32438,1370,4311,
32439,945,,
32440,4778,,
32441,3965,,
32442,3704,16991,29660
32443,3619,,
32444,2,3983,
32445,2392,18204,1771
32446,4876,,
32447,228,8969,9541
32448,1482,3155,
32449,251,,
32450,1850,16912,26386
32451,1095,,
32452,1191,,4864
32453,2507,4977,
32454,326,6185,
32455,1119,,
32456,4319,,
32457,3530,6461,
32458,1678,,
32459,2816,11219,
32460,3467,,
32461,3557,1667,
32462,4284,18659,
32463,2839,15247,
32464,2632,4523,
32465,529,,9911
32466,3508,12331,
32467,4710,,
32468,1020,,
32469,3568,,41871
32470,3280,12655,
32471,3079,17828,
32472,2482,,
32473,406,3158,3805
32474,3540,6772,26204
32475,2332,,
32476,137,6871,5142
32477,2417,,
32478,1907,12208,
32479,3038,,40084
32480,4271,18219,3254
32481,4025,8583,
32482,1555,,18287
32483,2892,10313,2146
32484,2596,18328,9405
32485,4050,5976,
32486,2501,,
32487,3803,,20441
32488,4466,6534,
32489,92,17749,
32490,2694,15936,
32491,4251,16046,3343
32492,1923,18535,
32493,529,,31611
32494,895,,5848
32495,3570,,
32496,2843,,
32497,1753,10872,
32498,557,,28136
32499,1318,2005,
32500,849,16024,38661
32501,3939,,2730
32502,458,,
32503,2949,19647,46632
32504,488,13167,
32505,673,2986,
32506,4849,7144,31954
32507,1358,,5158
32508,2737,,35818
32509,601,3809,
32510,2783,,6808
32511,2630,,
32512,3309,,30106
32513,1702,4324,
32514,2477,12283,33480
32515,3955,17069,23734
32516,1178,11516,32466
32517,4572,9161,
32518,4637,4797,42401
32519,623,,
32520,813,,43831
32521,4909,11367,46023
32522,42,,31474
32523,18,,
32524,1522,,
32525,3324,,44321
32526,2954,,24242
32527,631,4088,
32528,3003,,11651
32529,1655,11165,26959
32530,307,4973,
32531,3233,,34634
32532,1663,13682,8728
32533,2442,13326,
32534,4512,,2578
32535,3008,,19599
32536,2325,14130,19520
32537,2384,3203,
32538,1025,7149,
32539,54,15568,
32540,2107,,4703
32541,4994,2935,11473
32542,3602,10389,14193
32543,4515,,
32544,4826,,47907
32545,914,8918,25653
32546,49,,
32547,4493,14626,23106
32548,635,,
32549,2640,12736,3904
32550,3343,12593,47107
32551,3894,3736,37755
32552,353,13128,34278
32553,2735,1705,27572
32554,3261,19456,
32555,1351,,
32556,28,,
32557,1390,15284,11077
32558,2472,,
32559,3245,7396,19826
32560,3415,12547,
32561,4965,,
32562,4663,,
32563,1027,12905,23092
32564,961,13319,
32565,869,16807,2712
32566,4936,,30977
32567,2392,19999,15365
32568,1184,12077,
32569,748,,29663
32570,3459,5255,39775
32571,3545,,27724
32572,1452,,1808
32573,3977,,
32574,1399,,11161
32575,3415,8856,
32576,3890,16098,
32577,3081,11849,27768
32578,1176,,5
32579,4226,17345,21969
32580,600,1595,28824
32581,883,,
32582,3736,,14023
32583,2421,19573,
32584,2284,,
32585,1241,3667,
32586,24,16719,
32587,1266,,
32588,3700,,32400
32589,2897,15511,17843
32590,2976,,12655
32591,2290,11967,
32592,3377,,
32593,1690,6545,1526
32594,2744,,
32595,1155,5881,
32596,517,10402,18718
32597,2872,,
32598,701,6875,29213
32599,3543,,
32600,4607,,
32601,4571,18825,31921
32602,1079,,2931
32603,3291,304,
32604,4428,3828,8469
32605,4830,3751,
32606,1655,2604,41953
32607,2506,1145,22795
32608,20,19276,
32609,1846,,
32610,38,5125,8568
32611,4777,13467,
32612,2318,,2763
32613,4886,,
32614,2931,4417,
32615,1243,9667,33693
32616,2922,18358,39641
32617,4694,,5747
32618,4145,,40716
32619,1191,6543,
32620,2482,,28897
32621,2743,13367,20860
32622,570,,
32623,836,4698,33619
32624,3514,3213,
32625,2652,12214,
32626,497,689,21872
32627,3367,15934,
32628,2338,,49791
32629,3763,,980
32630,2196,,6777
32631,2101,5859,
32632,3878,,7490
32633,22,19545,6260
32634,844,18885,
32635,3362,,
32636,1059,,
32637,2333,,
32638,4290,5843,14322
32639,2612,,46368
32640,4946,,
32641,2371,,
32642,660,9258,
32643,4896,,29713
32644,956,512,8500
32645,1409,,
32646,1391,10278,20758
32647,4166,,
32648,2955,18210,33927
32649,4150,,
32650,1622,,
32651,1509,3975,10575
32652,3217,3692,40403
32653,3883,4709,
32654,2063,,25598
32655,958,,
32656,1373,18810,
32657,2748,11406,
32658,3953,33,46062
32659,1828,8632,
32660,3339,,
32661,4909,,
32662,1086,14368,30232
32663,2267,,
32664,4499,,
32665,1123,,29927
32666,2628,,11456
32667,4243,,23745
32668,4145,15096,45452
32669,558,19338,
32670,4025,7065,16591
32671,4426,,
32672,2346,11857,15168
32673,3026,12351,
32674,2641,,
32675,2720,3124,
32676,3850,17145,
32677,459,,17955
32678,1949,8729,42891
32679,2701,5205,
32680,2363,13610,32225
32681,1714,,
32682,3829,17096,380
32683,1359,,4876
32684,4271,,15829
32685,2313,,39223
32686,4402,,
32687,671,15921,19253
32688,4492,15342,37234
32689,1095,,
32690,1591,9148,31897
32691,4097,,
32692,3439,5173,
32693,2437,,16133
32694,3620,5504,
32695,4506,,
32696,1757,13824,32331
32697,1811,,26705
32698,3980,,25174
32699,4066,,
32700,1014,,23828
32701,2056,14757,47825
32702,2369,7811,37132
32703,296,17591,
32704,529,18491,
32705,4982,10980,46591
32706,863,19019,
32707,4891,,
32708,2960,,17534
32709,3175,,
32710,4365,,4181
32711,424,,9392
32712,622,2612,41741
32713,2303,,
32714,1198,,
32715,471,,2546
32716,3749,,
32717,1084,,
32718,808,,
32719,1127,759,46643
32720,2580,,
32721,2140,,
32722,2132,,37523
32723,4313,,12926
32724,3582,,
32725,3008,,
32726,276,11470,
32727,394,,3652
32728,2308,,
32729,3772,12921,47812
32730,3462,5971,37508
32731,1786,,4537
32732,3817,,2151
32733,709,,47768
32734,2867,,34618
32735,3078,,
32736,3922,13374,
32737,1536,12592,
32738,1609,,5530
32739,3723,12165,41181
32740,2657,,37538
32741,1873,,
32742,3082,8948,
32743,3215,,11129
32744,541,,4253
32745,3045,,2629
32746,3753,,5308
32747,3514,,
32748,3778,,14254
32749,4222,,
32750,449,14131,
32751,4019,,
32752,1258,,
32753,4776,,18439
32754,752,16179,8913
32755,2214,,
32756,1620,14358,20923
32757,3273,,21429
32758,3696,,
32759,214,,
32760,3496,,19033
32761,1055,,26997
32762,1673,7088,32989
32763,4233,17748,48535
32764,2445,,15723
32765,687,,
32766,1408,8165,
32767,4634,,44583
32768,1178,,47020
32769,4167,3090,7579
32770,1417,18399,
32771,2867,13530,36671
32772,2614,,
32773,2836,7445,
32774,2518,6591,
32775,438,8115,38182
32776,3476,,
32777,3627,,1893
32778,1319,,45818
32779,4626,9030,
32780,1106,13521,24337
32781,3839,12254,8926
32782,1480,3920,
32783,1739,,32999
32784,4285,,18684
32785,2625,,29907
32786,714,15695,40988
32787,1556,,41009
32788,2978,,
32789,1739,,34033
32790,4656,,
32791,3868,,
32792,2623,9358,48406
32793,4495,,
32794,2342,,24876
32795,1126,,
32796,2543,4255,18020
32797,2443,12926,5632
32798,2630,,37949
32799,3687,,
32800,3668,,
32801,4328,,
32802,3462,1373,
32803,510,3996,995
32804,2733,,16907
32805,2424,,47722
32806,3163,,43534
32807,3685,,18392
32808,2658,,5905
32809,2810,18430,27158
32810,153,13122,6277
32811,2993,9782,8440
32812,3030,,40422
32813,2718,,44358
32814,471,901,
32815,1687,,
32816,36,8687,35624
32817,3761,,
32818,562,12155,10865
32819,4233,13290,28915
32820,4442,6757,
32821,3819,,31431
32822,1167,13974,22623
32823,4860,,
32824,3132,5162,
32825,3138,,34140
32826,3256,,
32827,3579,15330,47299
32828,1012,,
32829,2813,19293,
32830,4366,,45234
32831,2956,16442,49955
32832,34,4720,22003
32833,2147,14620,
32834,1883,,21499
32835,3215,,
32836,1399,15296,26994
32837,3827,,34453
32838,2743,10108,
32839,564,18538,12402
32840,3603,14471,
32841,405,,
32842,3621,17106,37805
32843,382,,22721
32844,1922,19449,
32845,1789,,
32846,3228,3090,373
32847,1275,18105,
32848,2422,1782,
32849,3821,19790,
32850,2602,15347,44931
32851,1137,17432,7356
32852,3116,17880,18164
32853,3878,18614,24765
32854,4230,,31625
32855,247,,
32856,1044,18438,
32857,1373,,1174
32858,2420,18955,
32859,217,13580,6550
32860,4221,,44075
32861,4979,9152,
32862,1650,,24106
32863,799,19975,4188
32864,1487,19213,3094
32865,4424,,
32866,3496,,
32867,3639,,36213
32868,1653,,
32869,2535,11880,5821
32870,329,10595,
32871,2338,,44685
32872,2269,,44194
32873,791,,23013
32874,1923,3287,
32875,3097,1696,
32876,2760,19168,
32877,1267,12237,
32878,2763,,
32879,1022,,23324
32880,4772,,
32881,2561,,
32882,3867,15339,
32883,3089,,
32884,594,10355,
32885,2041,,15489
32886,544,,42502
32887,1148,19293,
32888,4443,,19944
32889,2606,16218,
32890,3494,,22890
32891,1313,,
32892,1929,12073,
32893,2693,16667,
32894,954,,
32895,40,2037,35992
32896,2323,6393,
32897,1627,17505,4690
32898,2803,217,
32899,366,,11092
32900,2908,,14033
32901,2724,498,
32902,763,,33789
32903,4436,12420,
32904,10,16369,13655
32905,3232,,27744
32906,3360,12381,
32907,3893,6000,
32908,831,11969,
32909,3256,,35358
32910,3625,,
32911,2756,,34159
32912,2184,,43678
32913,257,3354,25954
32914,4400,2379,
32915,1736,,28885
32916,3193,,31891
32917,3246,2142,
32918,2305,,26087
32919,3724,,
32920,1339,,
32921,4831,11495,44960
32922,3376,6862,
32923,3730,331,
32924,2491,10101,32280
32925,1516,,34001
32926,3466,6247,
32927,2365,,15255
32928,1176,12668,
32929,635,18766,
32930,3789,14918,
32931,2046,,
32932,2647,17792,8951
32933,1506,,2556
32934,1030,,28034
32935,726,2496,
32936,739,,9400
32937,2599,,45665
32938,402,,
32939,4570,10757,45903
32940,3367,,
32941,2624,5668,4423
32942,703,15718,
32943,4384,6371,8872
32944,2033,,36799
32945,2624,,28163
32946,1754,,
32947,609,9930,
32948,4063,11838,45735
32949,2515,,34462
32950,335,14562,
32951,578,7355,45700
32952,2128,,9160
32953,1970,13525,
32954,4950,,
32955,3925,,23053
32956,3655,,
32957,3107,,
32958,2680,5906,2445
32959,241,,
32960,3153,,
32961,2132,15647,31492
32962,3380,,47815
32963,3324,15469,27363
32964,2159,9401,
32965,1807,,
32966,1560,17591,
32967,1360,19299,41743
32968,4543,,
32969,3891,,
32970,170,,2806
32971,3449,,45186
32972,1304,,7495
32973,906,9822,672
32974,275,2661,21576
32975,3764,,25686
32976,1000,6566,
32977,845,,44309
32978,4487,19401,27955
32979,4110,2363,25006
32980,1072,,25756
32981,1110,10008,27342
32982,1528,,
32983,3601,1317,
32984,4303,222,
32985,772,,
32986,2936,2925,
32987,3296,,
32988,2159,2080,19473
32989,740,,
32990,2562,18546,47609
32991,2479,3090,879
32992,4387,,8714
32993,4801,13022,
32994,1083,3565,32796
32995,1935,,
32996,4235,,
32997,175,8274,
32998,2163,7161,18868
32999,4157,11806,15667
33000,206,1631,
33001,1950,,
33002,1493,,
33003,4635,,4427
33004,3985,,
33005,2350,19033,119
33006,1809,,
33007,4893,,26249
33008,1097,16017,25608
33009,4591,14431,20474
33010,333,2411,26142
33011,3296,674,38775
33012,3504,,
33013,2420,8693,22159
33014,1859,382,
33015,3337,,21125
33016,179,9868,
33017,4587,,
33018,2816,7165,
33019,1672,,23384
33020,4901,973,
33021,3411,,
33022,4354,1380,
33023,2952,7471,12284
33024,3980,,
33025,1457,6707,16191
33026,1974,,
33027,4433,,49477
33028,2272,,
33029,2671,,48627
33030,3575,7916,47019
33031,3982,,30600
33032,975,6370,
33033,2716,,23950
33034,3392,19687,
33035,4397,,
33036,2002,,8808
33037,1002,,34482
33038,116,3341,
33039,2242,,
33040,2387,9054,
